ChanceAustin,@GovMikeHuckabee Yes and you support this right? https://t.co/9d0PzQ2KbN,,Sat Aug 04 09:02:55 +0000 2018
shes_price_less,"RT @AshGotThis: Phones broke 
Email broke
Lights off
Water contaminated
Internet down
Phones broke again
Bisonweb need maintenance again
Da…","Phones broke 
Email broke
Lights off
Water contaminated
Internet down
Phones broke again
Bisonweb need maintenance again
Damn them phones broke again y’all https://t.co/gMZUmskdHi",Thu Aug 02 04:52:37 +0000 2018
AshGotThis,"Phones broke 
Email broke
Lights off
Water contaminated
Internet down
Phones broke again
Bisonweb need maintenance again
Damn them phones broke again y’all https://t.co/gMZUmskdHi",,Thu Aug 02 04:44:59 +0000 2018
apnaarun82,"RT @raocheekati: https://t.co/JWleEKn7S2.

Read article #ground water status of tamilnadu n understand the truth about #sterlite #ReOpenSte…","https://t.co/JWleEKn7S2.

Read article #ground water status of tamilnadu n understand the truth about #sterlite #ReOpenSterlite @PMOIndia",Thu Aug 02 04:43:33 +0000 2018
WaterflowerM,"RT @exoticgamora: Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemic…","Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemicals used in military firefighting foam at Patrick Air Force base

Local officials &amp; community had been raising alarm about the unusual number of cancer cases https://t.co/dpo7xyURpI",Thu Aug 02 04:29:17 +0000 2018
monty_chadha,"RT @girishs2: Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Ben…","Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Bengal Pollution Control Board",Thu Aug 02 04:28:16 +0000 2018
jackiegirard292,"RT @only1wayneking: Hi Doug.@fordnation great job #cancellation of #risky IWT projects, #CKont residents desperately awaiting the Health Ha…","Hi Doug.@fordnation great job #cancellation of #risky IWT projects, #CKont residents desperately awaiting the Health Hazard Investigation while black shale contaminated with heavy metals run thru their plumbing leaving undrinkable water #FireColby Think kids! https://t.co/gE7zOxKNcP",Thu Aug 02 04:24:05 +0000 2018
Bikashindia248,"RT @girishs2: Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Ben…","Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Bengal Pollution Control Board",Thu Aug 02 04:19:40 +0000 2018
BetsyDevosVEVO,RT @nuII_dog: This is a funny image of a sink spewing fire but let me take advantage of your valuable attention to educate you why fracking…,"This is a funny image of a sink spewing fire but let me take advantage of your valuable attention to educate you why fracking (which causes contaminated flammable tap water) can literally fucking kill you and why it should really REALLY be more regulated
https://t.co/1feGAzwA3f",Thu Aug 02 04:16:49 +0000 2018
JyoitaS,"RT @girishs2: Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Ben…","Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Bengal Pollution Control Board",Thu Aug 02 04:15:40 +0000 2018
JAI_SHREE_RAM33,"RT @girishs2: Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Ben…","Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Bengal Pollution Control Board",Thu Aug 02 04:14:47 +0000 2018
LeimamiM,"RT @HistoryInPix: Luxury Hotel Del Salto, built 1924 - abandoned due to contaminated river water. https://t.co/RuJm8uCoBO","Luxury Hotel Del Salto, built 1924 - abandoned due to contaminated river water. https://t.co/RuJm8uCoBO",Thu Aug 02 04:14:40 +0000 2018
doodladoo,"RT @exoticgamora: Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemic…","Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemicals used in military firefighting foam at Patrick Air Force base

Local officials &amp; community had been raising alarm about the unusual number of cancer cases https://t.co/dpo7xyURpI",Thu Aug 02 04:13:45 +0000 2018
MarionEstill,"RT @exoticgamora: Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemic…","Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemicals used in military firefighting foam at Patrick Air Force base

Local officials &amp; community had been raising alarm about the unusual number of cancer cases https://t.co/dpo7xyURpI",Thu Aug 02 04:13:32 +0000 2018
girishs2,"Ground water in 38 per cent of the blocks in West Bengal is contaminated with arsenic and fluoride, according to the West Bengal Pollution Control Board",,Thu Aug 02 04:12:34 +0000 2018
jmasaviru,"RT @jmasaviru: @EvansKinyua17 Like a scene from Mad Max..environmental destruction due to Coal, Cartels grip on (Mau) Forests/Water towers,…","@EvansKinyua17 Like a scene from Mad Max..environmental destruction due to Coal, Cartels grip on (Mau) Forests/Water towers, Drought/Famine, Oil wars, extinction of Wildlife, Health carnage by contaminated/fake consumer products, foreign domination/neo-colonialism/enslavement, crime, depression",Thu Aug 02 04:07:56 +0000 2018
punda_amechoka,"RT @jmasaviru: @EvansKinyua17 Like a scene from Mad Max..environmental destruction due to Coal, Cartels grip on (Mau) Forests/Water towers,…","@EvansKinyua17 Like a scene from Mad Max..environmental destruction due to Coal, Cartels grip on (Mau) Forests/Water towers, Drought/Famine, Oil wars, extinction of Wildlife, Health carnage by contaminated/fake consumer products, foreign domination/neo-colonialism/enslavement, crime, depression",Thu Aug 02 04:06:57 +0000 2018
ssudalaimani,RT @SaveThoothukudi: @CMOTamilNadu @CMPalanisamy @opaneerselvam please take swift action to restore water supply to Meelavitaan where Groun…,@CMOTamilNadu @CMPalanisamy @opaneerselvam please take swift action to restore water supply to Meelavitaan where Groundwater has been contaminated by Sterlite... TN govt should be accountable if any water borne disease outbreaks in that area. @PMOIndia @narendramodi @water https://t.co/Yp5woDAEoj,Thu Aug 02 04:04:51 +0000 2018
ssudalaimani,RT @joseprem1: @sterlite_copper The government KNEW that ground water was contaminated and they kept quiet after that?? Ridiculous.,@sterlite_copper The government KNEW that ground water was contaminated and they kept quiet after that?? Ridiculous.,Thu Aug 02 04:04:23 +0000 2018
Dawoodpotojamal,#WaterIsLife but the #residents of #village #ChooharJamali are forced to drink highly #contaminated #water in #Sindh : #SindhGovt  #WaterWoes @Water @WaterTrends @WaterWorld https://t.co/nxKvSC7PLS https://t.co/aBnYb4iexc,,Thu Aug 02 03:59:50 +0000 2018
davidvines,"If you only read the ICE twitter feed, you’d think all the agency does is track child pornographers, investigate financial crime, and make sure everyone knows the children they poison with contaminated water are off-site when they finally die.",,Thu Aug 02 03:58:59 +0000 2018
EvansKinyua17,"RT @jmasaviru: @EvansKinyua17 Like a scene from Mad Max..environmental destruction due to Coal, Cartels grip on (Mau) Forests/Water towers,…","@EvansKinyua17 Like a scene from Mad Max..environmental destruction due to Coal, Cartels grip on (Mau) Forests/Water towers, Drought/Famine, Oil wars, extinction of Wildlife, Health carnage by contaminated/fake consumer products, foreign domination/neo-colonialism/enslavement, crime, depression",Thu Aug 02 03:58:25 +0000 2018
only1wayneking,"Hi Doug.@fordnation great job #cancellation of #risky IWT projects, #CKont residents desperately awaiting the Health Hazard Investigation while black shale contaminated with heavy metals run thru their plumbing leaving undrinkable water #FireColby Think kids! https://t.co/gE7zOxKNcP",,Thu Aug 02 03:54:43 +0000 2018
angelgrey81,RT @LeeCamp: A state of emergency was declared in yet another Michigan city due to contaminated water. No one in Kalamazoo should drink the…,"A state of emergency was declared in yet another Michigan city due to contaminated water. No one in Kalamazoo should drink the water. ...As the corporate elite extract the last remaining resources &amp; gut regulations, the 99% will be left to drink polluted water &amp; eat rotten food.",Thu Aug 02 03:54:37 +0000 2018
helgaleena,Snyder dismissed from Flint contaminated water class-action lawsuit https://t.co/nbYcrrWJ6O via @detroitnews,,Thu Aug 02 03:52:13 +0000 2018
babylon_slim,"RT @exoticgamora: Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemic…","Reports just released that ground water in Satellite Beach is contaminated with cancer causing chemicals

The same chemicals used in military firefighting foam at Patrick Air Force base

Local officials &amp; community had been raising alarm about the unusual number of cancer cases https://t.co/dpo7xyURpI",Thu Aug 02 03:45:46 +0000 2018
Selvam02Selvam,"RT @raocheekati: https://t.co/JWleEKn7S2.

Read article #ground water status of tamilnadu n understand the truth about #sterlite #ReOpenSte…","https://t.co/JWleEKn7S2.

Read article #ground water status of tamilnadu n understand the truth about #sterlite #ReOpenSterlite @PMOIndia",Thu Aug 02 03:41:26 +0000 2018
centeruniverse,RT @nuII_dog: This is a funny image of a sink spewing fire but let me take advantage of your valuable attention to educate you why fracking…,"This is a funny image of a sink spewing fire but let me take advantage of your valuable attention to educate you why fracking (which causes contaminated flammable tap water) can literally fucking kill you and why it should really REALLY be more regulated
https://t.co/1feGAzwA3f",Thu Aug 02 03:39:45 +0000 2018
FlintMI1,"Snyder dismissed from Flint contaminated water class-action lawsuit

https://t.co/EC4lNhXlbW

Shared from my Google feed",,Thu Aug 02 03:36:45 +0000 2018
ErickPoves,RT @nuII_dog: This is a funny image of a sink spewing fire but let me take advantage of your valuable attention to educate you why fracking…,"This is a funny image of a sink spewing fire but let me take advantage of your valuable attention to educate you why fracking (which causes contaminated flammable tap water) can literally fucking kill you and why it should really REALLY be more regulated
https://t.co/1feGAzwA3f",Thu Aug 02 03:30:50 +0000 2018
kimberkoz,Snyder dismissed from Flint contaminated water class-action lawsuit https://t.co/1kgnfLTNoP via @detroitnews,,Thu Aug 02 03:30:22 +0000 2018
only1wayneking,"RT @WindConcernsONT: Appeal of  N Stormont  unnecessary, environmentally risky, unwanted $500M 100-MW Nation Rise wind power project halted…","Appeal of  N Stormont  unnecessary, environmentally risky, unwanted $500M 100-MW Nation Rise wind power project halted temporarily while documents sorted. With 1000s of unanswered noise complaints, contaminated water, surplus pwr project shd be halted. @fordnation @ONenvironment https://t.co/HthpZkkWyU",Thu Aug 02 03:30:01 +0000 2018
